url,title,published_date,predicted_label_bert,predicted_label_claude,predicted_label_deepseek,predicted_label_gemini
http://www.bbc.co.uk/news/articles/c0vewvp14zdo,Hamas faces growing public dissent as Gaza war erodes support - BBC News,2024/7/4,Center,Right,Center,Center
http://www.bbc.co.uk/news/articles/c0wwk92zz9ro,Gaza: A mother's desperate plea to feed her baby - BBC News,2024/6/18,Center,Left,Left,Center
http://www.bbc.co.uk/news/articles/c147w9572dvo,'Wave of antisemitism' in EU influenced by Israel-Gaza war - survey - BBC News,2024/7/11,Center,Left,Center,Center
http://www.bbc.co.uk/news/articles/c14zgv18l55o,Hezbollah rockets hit Golan after Israel strikes deep in Lebanon - BBC News,2024/8/21,Right,Right,Center,Center
http://www.bbc.co.uk/news/articles/c14znyrdkrmo,Iran rejects Western calls to refrain from attack on Israel - BBC News,2024/8/13,Right,Right,Left,Center
http://www.bbc.co.uk/news/articles/c17g20e9l7ro,Newspaper headlines: German far right 'big win' and school 'race hate surge' - BBC News,2024/9/2,Center,Right,Left,Center
http://www.bbc.co.uk/news/articles/c17lpydd842o,,,,Right,Left,Center
http://www.bbc.co.uk/news/articles/c1e5y8ny1l4o,Israeli strike on Gaza school killed 30 - health ministry - BBC News,2024/7/27,Right,Left,Left,Center
http://www.bbc.co.uk/news/articles/c1e82yy0wxno,,,,Right,Left,Right
http://www.bbc.co.uk/news/articles/c1l4qy7q314o,Israeli strike kills Hamas commander in occupied West Bank  - BBC News,2024/10/4,Center,Right,Left,Center
http://www.bbc.co.uk/news/articles/c1l5v4dg04qo,US sends submarine to Middle East as tensions grow - BBC News,2024/8/12,Center,Right,Right,Center
http://www.bbc.co.uk/news/articles/c1ln5592v46o,UN suspends aid deliveries through main Gaza crossing - BBC News,2024/12/1,Center,Center,Center,Center
http://www.bbc.co.uk/news/articles/c1m0ekn3jkjo,,,,Center,Center,Center
http://www.bbc.co.uk/news/articles/c1mlp9xdxl1o,"Israel passes law to deport relatives of attackers, including citizens - BBC News",2024/11/7,Center,Right,Right,Right
http://www.bbc.co.uk/news/articles/c1rrzp1qwp1o,Barclays banks across UK targeted by pro-Palestine protesters - BBC News,2024/6/10,Right,Left,Left,Left
http://www.bbc.co.uk/news/articles/c1rwvxy1nyzo,,,,Right,Left,Center
http://www.bbc.co.uk/news/articles/c1rwxyjydlyo,Israel claims it killed senior Hezbollah commander in strike on Beirut - BBC News,2024/7/30,Right,Right,Right,Center
http://www.bbc.co.uk/news/articles/c1w7zlj0n2xo,Rescued Israeli man pleas for hostage deal with Hamas - BBC News,2024/8/28,Right,Center,Center,Center
http://www.bbc.co.uk/news/articles/c1wepdxzdy3o,Gaza war: Palestinians flee Shejaiya amid Israeli bombardment - BBC News,2024/6/27,Center,Right,Left,Center
http://www.bbc.co.uk/news/articles/c1wnp0vln19o,Who was Hezbollah leader Hassan Nasrallah? - BBC News,2024/9/27,Right,Right,Left,Left
http://www.bbc.co.uk/news/articles/c207j6wy332o,Israeli outpost settlers rapidly seizing West Bank land - BBC News,2024/9/2,Center,Right,Left,Left
http://www.bbc.co.uk/news/articles/c20gnvz1975o,Palestinian olive harvest under threat from Israeli settler attacks and restrictions - BBC News,2024/11/20,Center,Left,Left,Left
http://www.bbc.co.uk/news/articles/c20jx85vxwdo,Israel fighting Hezbollah with âfull forceâ?despite ceasefire calls - BBC News,2024/9/26,Center,Right,Left,Center
http://www.bbc.co.uk/news/articles/c20l22jnj6go,Gaza hostage killings leave Israel protesters at breaking point - BBC News,2024/9/3,Left,Right,Left,Center
http://www.bbc.co.uk/news/articles/c20m1d77m86o,US and allies call for 21-day ceasefire across Lebanon-Israel border  - BBC News,2024/9/26,Right,Center,Center,Center
http://www.bbc.co.uk/news/articles/c23lgy1k22zo,"Six hostages' bodies retrieved, Israel's military says - BBC News",2024/8/20,Right,Right,Right,Center
http://www.bbc.co.uk/news/articles/c24p2l11y12o,Jeremy Corbyn forms new Commons group with four pro-Gaza MPs - BBC News,2024/9/2,Center,Left,Left,Left
http://www.bbc.co.uk/news/articles/c24p94pv6myo,Gaza divides threaten Democrat unity at Chicago convention - BBC News,2024/8/19,Left,Right,Left,Left
http://www.bbc.co.uk/news/articles/c2992985yk1o,Military âpauseâ?on Gaza road inflames divisions in Israeli government - BBC News,2024/6/16,Left,Right,Left,Center
http://www.bbc.co.uk/news/articles/c29dydz84ngo,Golan Heights attack: Israel hits Hezbollah targets after football pitch attack - BBC News,2024/7/27,Center,Right,Center,Center
http://www.bbc.co.uk/news/articles/c2dg0y12e7do,Robertson not considering position over Israel meeting - BBC News,2024/8/20,Center,Center,Left,Center
http://www.bbc.co.uk/news/articles/c2dl0e4l7lzo,"What Trump's win means for Ukraine, Middle East and China - BBC News",2024/11/6,Left,Right,Right,Right
http://www.bbc.co.uk/news/articles/c2e4m6m1r4eo,Israel-Hezbollah: Rocket strike puts foes on brink of all-out war - BBC News,2024/7/28,Right,Right,Right,Center
http://www.bbc.co.uk/news/articles/c2eem7e7v30o,,,,Right,Right,Center
http://www.bbc.co.uk/news/articles/c2ek1ejj11ko,Middle East conflict: How will it end? - BBC News,2024/10/8,Left,Right,Left,Center
http://www.bbc.co.uk/news/articles/c2ek2gkp9k2o,US urges Israel to stop shooting at UN peacekeepers in Lebanon - BBC News,2024/10/11,Center,Center,Left,Center
http://www.bbc.co.uk/news/articles/c2kdg7jwvz7o,Bowen: Israel believes it has weakened Hezbollah but escalation still carries risks - BBC News,2024/9/23,Left,Right,Left,Center
http://www.bbc.co.uk/news/articles/c2kjzk75eplo,Diseases spread in Gaza as sewage contaminates camps and coast - BBC News,2024/8/26,Right,Left,Left,Center
http://www.bbc.co.uk/news/articles/c2ld7je8x2lo,Ex-First Minister Humza Yousaf to step down as MSP at next election - BBC News,2024/12/17,Right,Left,Left,Center
http://www.bbc.co.uk/news/articles/c2lnw2gvllxo,UN accuses Israel of war crimes over attacks on Gaza hospitals - BBC News,2024/10/10,Center,Left,Left,Left
http://www.bbc.co.uk/news/articles/c2q07kd3ld6o,Israeli protesters enter Sde Teiman army base after soldiers held over Gaza detainee abuse - BBC News,2024/7/29,Right,Right,Right,Right
http://www.bbc.co.uk/news/articles/c30305l5jqpo,Israel's shattered Kibbutz Be'eri tries to find a future - BBC News,2024/10/4,Center,Left,Left,Center
http://www.bbc.co.uk/news/articles/c303d4pdpg6o,Gaza: Hamas says guards killed hostage and wounded two others - BBC News,2024/8/13,Center,Right,Left,Center
http://www.bbc.co.uk/news/articles/c303y5m1p19o,ICC chief prosecutor defends Netanyahu arrest warrant - BBC News,2024/9/5,Right,Center,Center,Center
http://www.bbc.co.uk/news/articles/c30lj9m300vo,Lebanon hospitals close as Israeli strikes hit health facilities - BBC News,2024/10/5,Center,Right,Left,Center
http://www.bbc.co.uk/news/articles/c30lpyl46z3o,"Bowen: Tactical triumph for Israel, but Hezbollah won't be deterred - BBC News",2024/9/18,Left,Right,Center,Center
http://www.bbc.co.uk/news/articles/c30p1jmzjrzo,Amsterdam violence exposes tensions in Dutch society: 'We cannot be made into enemies' - BBC News,2024/11/16,Left,Center,Left,Center
http://www.bbc.co.uk/news/articles/c33ve3rvej4o,Equity criticises 'censorship' after Royal Exchange cancels play - BBC News,2024/9/18,Right,Left,Left,Left
http://www.bbc.co.uk/news/articles/c3618lnj2ygo,PM reflects on 'sorrow and grief' one year after 7 October attack - BBC News,2024/10/7,Center,Left,Center,Center
http://www.bbc.co.uk/news/articles/c36p55j598lo,,,,Right,Left,Center
http://www.bbc.co.uk/news/articles/c39kwmm3x94o,Dubai boycott: Why more stars might follow Macklemore's lead - BBC News,2024/9/2,Center,Left,Left,Center
http://www.bbc.co.uk/news/articles/c39le0dp4p7o,Thaad: Why is the US sending Israel a powerful anti-missile system - BBC News,2024/10/14,Center,Right,Right,Center
http://www.bbc.co.uk/news/articles/c3dv18l03n1o,"Israeli strike on Gaza school targeted one Hamas figure, BBC told - BBC News",2024/10/2,Right,Right,Left,Left
http://www.bbc.co.uk/news/articles/c3dvpj2y1m7o,Families of Gaza hostages call on UK government to 'do more' - BBC News,2024/10/1,Right,Center,Right,Center
http://www.bbc.co.uk/news/articles/c3e8j5lv1ygo,North Gaza polio vaccinations delayed due to strikes and displacement - BBC News,2024/10/23,Center,Center,Left,Center
http://www.bbc.co.uk/news/articles/c3e9q4nylwjo,Bowen: US threat to cut Israel military aid is sign of anger at broken promises - BBC News,2024/10/16,Center,Right,Left,Center
http://www.bbc.co.uk/news/articles/c3g68g11445o,Israel strikes Houthi targets in Yemen after drone attack on Tel Aviv - BBC News,2024/7/20,Right,Right,Right,Center
http://www.bbc.co.uk/news/articles/c3gg7xr2rr1o,Newspaper headlines: 'Remember them' and presenter 'missing in Greece' - BBC News,2024/6/6,Center,Center,Left,Center
http://www.bbc.co.uk/news/articles/c3ggx9vd38po,"Record number of people driven from their homes, says UN - BBC News",2024/6/13,Center,Center,Left,Center
http://www.bbc.co.uk/news/articles/c3ggz960040o,Father of Israeli hostage died one day before son's rescue - BBC News,2024/6/10,Right,Right,Center,Center
http://www.bbc.co.uk/news/articles/c3gvp5q9y2go,Gaza war: Israel tells ceasefire negotiators to resume work - BBC News,2024/7/4,Right,Right,Center,Center
http://www.bbc.co.uk/news/articles/c3rljzepw5yo,Biden says US discussing possible Israeli strikes on Iran oil facilities - BBC News,2024/10/4,Center,Right,Center,Center
http://www.bbc.co.uk/news/articles/c3rxy8727z2o,Essex Police taking no further action against Allison Pearson - BBC News,2024/11/21,Right,Right,Right,Center
http://www.bbc.co.uk/news/articles/c3vl4w36wypo,Hezbollah fires rocket barrages into Israel after deadly Beirut strikes - BBC News,2024/11/25,Right,Right,Center,Center
http://www.bbc.co.uk/news/articles/c3w65xg7vy4o,DNC rejects protesters' requests for Palestinian speaker - BBC News,2024/8/23,Right,Left,Left,Left
http://www.bbc.co.uk/news/articles/c3w67w47eego,Israel rescues Bedouin hostage held by Hamas in Gaza - BBC News,2024/8/27,Center,Right,Right,Center
http://www.bbc.co.uk/news/articles/c3we936v266o,Houthi missile strike in Tel Aviv wounds more than a dozen - BBC News,2024/12/21,Center,Right,Left,Center
http://www.bbc.co.uk/news/articles/c3wpvd993zjo,Israelis and Palestinians react to Hamas leader Sinwar's death - BBC News,2024/10/18,Right,Right,Center,Center
http://www.bbc.co.uk/news/articles/c4g2g6w4109o,World Central Kitchen pauses Gaza work after car carrying staff hit by Israeli strike - BBC News,2024/12/1,Right,Right,Left,Center
http://www.bbc.co.uk/news/articles/c4g30271wxwo,Netanyahu corruption trial: Israeli PM rejects 'absurd' charges - BBC News,2024/12/10,Right,Right,Right,Right
http://www.bbc.co.uk/news/articles/c4g57q20l1vo,Israel marks year since Hamas attacks as fighting rages - BBC News,2024/10/7,Right,Right,Right,Center
http://www.bbc.co.uk/news/articles/c4g5evx4y7xo,"Why war in Middle East involves UK, BBC's Laura Kuenssberg writes - BBC News",2024/10/5,Center,Right,Left,Center
http://www.bbc.co.uk/news/articles/c4g5wdezxe7o,"Bowen: Iran wanted to do real damage, and Israel's response may not be as restrained as last time - BBC News",2024/10/2,Left,Right,Right,Center
http://www.bbc.co.uk/news/articles/c4g5wqvd7xpo,Newspaper headlines: Strictly star 'vindicated' and 'world holds breath' - BBC News,2024/10/1,Left,Right,Right,Center
http://www.bbc.co.uk/news/articles/c4g9wx2q09ko,Drone attack on Israel puts spotlight on Iron Dome's limitations - BBC News,2024/10/14,Center,Right,Center,Center
http://www.bbc.co.uk/news/articles/c4gd393llg7o,Lebanon latest: Israel and Hezbollah vow to escalate attacks as UN warns of 'catastrophe' - BBC News,2024/9/21,Right,Right,Left,Center
http://www.bbc.co.uk/news/articles/c4gdewq4v8wo,"Israel-Gaza ceasefire progress is an illusion, says Hamas - BBC News",2024/8/17,Center,Right,Center,Center
http://www.bbc.co.uk/news/articles/c4gex1rl6q5o,Hamas says ceasefire must be based on groupâs July response - BBC News,2024/8/12,Right,Right,Left,Center
http://www.bbc.co.uk/news/articles/c4gl62rvvp8o,Israel-Gaza war: UN agencies start rollout of Gaza polio vaccines - BBC News,2024/9/1,Center,Center,Center,Center
http://www.bbc.co.uk/news/articles/c4gqr48zld2o,,,,Right,Left,Left
http://www.bbc.co.uk/news/articles/c4gv4zede8jo,Relief as Hezbollah and Israel seem to step back from brink - BBC News,2024/8/26,Right,Center,Left,Center
http://www.bbc.co.uk/news/articles/c4gxplxy550o,"Israel carries out dozens of air strikes across Syria, reports say - BBC News",2024/12/10,Center,Right,Center,Center
http://www.bbc.co.uk/news/articles/c4gzp91wl66o,,,,Right,Left,Left
http://www.bbc.co.uk/news/articles/c4ng04kpv2do,Israeli air strike on Gaza school kills at least 16 people - BBC News,2024/7/6,Right,Right,Left,Center
http://www.bbc.co.uk/news/articles/c4ng05mpddjo,"Inside Labour's first fortnight with Rachel Reeves, David Lammy and Wes Streeting - BBC News",2024/7/22,Left,Center,Left,Center
http://www.bbc.co.uk/news/articles/c4ng3j1pnpqo,Jess Phillips and Shabana Mahmood speak of election intimidation - BBC News,2024/7/5,Right,Right,Left,Center
http://www.bbc.co.uk/news/articles/c4ng9ed3gj0o,Netanyahu defends war as protesters rally outside US Congress - BBC News,2024/7/24,Right,Right,Right,Right
http://www.bbc.co.uk/news/articles/c4nn145p20qo,"Unable to back down, Israel and Hezbollah move closer to all-out war - BBC News",2024/6/23,Right,Right,Center,Center
http://www.bbc.co.uk/news/articles/c4nnj93pe4yo,Netanyahu to address US Congress on 24 July - BBC News,2024/6/7,Right,Right,Right,Center
http://www.bbc.co.uk/news/articles/c5115lgd592o,Starbucks: Is trouble brewing at the coffee giant? - BBC News,2024/6/9,Center,Right,Left,Center
http://www.bbc.co.uk/news/articles/c5117ep9ee5o,Man charged after protest at Scotland v Israel match - BBC News,2024/6/1,Center,Center,Left,Center
http://www.bbc.co.uk/news/articles/c511k1nqx81o,Mass graves and body bags: al-Shifa hospital after Israel's withdrawal - BBC News,2024/6/5,Center,Left,Left,Center
http://www.bbc.co.uk/news/articles/c511pyn3xw3o,Seven swing states set to decide the 2024 US election - BBC News,2024/6/15,Center,Right,Center,Center
http://www.bbc.co.uk/news/articles/c511vl9yjwwo,Bowen: Netanyahu walks political tightrope as US seeks Gaza deal - BBC News,2024/6/10,Center,Right,Left,Center
http://www.bbc.co.uk/news/articles/c51yle4m5pzo,Gaza war: Israel hits Gaza City as tanks re-enter central areas - BBC News,2024/7/8,Center,Right,Left,Center
http://www.bbc.co.uk/news/articles/c5y387ne93po,Israel strikes Lebanese city of Tyre after evacuation orders - BBC News,2024/10/23,Right,Right,Left,Center
http://www.bbc.co.uk/news/articles/c5y3xzex72no,Israel accepts 'bridging proposal' for Gaza ceasefire deal - Blinken - BBC News,2024/8/18,Right,Right,Center,Center
http://www.bbc.co.uk/news/articles/c5y5d33dmepo,Gaza war: Witnesses recount deadly fire at Al-Aqsa hospital after Israel strike - BBC News,2024/10/16,Center,Left,Left,Center
http://www.bbc.co.uk/news/articles/c5y5zy1vvmlo,UN condemns 'large number of civilian casualties' in north Gaza - BBC News,2024/10/14,Right,Right,Left,Center
http://www.bbc.co.uk/news/articles/c5y80p1yr9qo,Lebanon says 21 killed in air strike in countryâs north - BBC News,2024/10/14,Right,Right,Left,Center
http://www.bbc.co.uk/news/articles/c5y8emq35y1o,Pregnant British woman who fled Lebanon feels 'helpless' - BBC News,2024/9/29,Right,Center,Center,Center
http://www.bbc.co.uk/news/articles/c5y8mlp9jyvo,Cold military logic takes over in Israel-Hezbollah conflict - BBC News,2024/9/23,Center,Right,Right,Center
http://www.bbc.co.uk/news/articles/c5y8zj8qrn5o,Israeli shelling of Gaza school kills at least 22 - BBC News,2024/10/14,Center,Right,Left,Left
http://www.bbc.co.uk/news/articles/c5y8zp8zdpzo,Israel Gaza war: Family of slain aid worker call for inquiry - BBC News,2024/9/4,Right,Left,Left,Center
http://www.bbc.co.uk/news/articles/c5y9wyy9pr2o,Beirut strike: Top Hezbollah commanders killed in Israeli strike - BBC News,2024/9/20,Right,Right,Right,Center
http://www.bbc.co.uk/news/articles/c5ydg5lqgwxo,Scottish government suspends meetings with Israel  - BBC News,2024/8/19,Right,Left,Left,Left
http://www.bbc.co.uk/news/articles/c5ydpwe520go,"Israel-Gaza ceasefire deal closer than ever, Biden says - BBC News",2024/8/17,Center,Center,Center,Center
http://www.bbc.co.uk/news/articles/c5yg57wrgl7o,Five Gaza journalists killed in Israeli strike targeting armed group - BBC News,2024/12/26,Right,Right,Left,Center
http://www.bbc.co.uk/news/articles/c5yjqj1ngy7o,Newspaper headlines: Israel prepares for Lebanon 'push' and Starmer's penthouse stay - BBC News,2024/9/25,Left,Right,Center,Center
http://www.bbc.co.uk/news/articles/c5ykjx57kz8o,Israel says Hamas leader killed as West Bank operation continues - BBC News,2024/8/30,Center,Right,Right,Center
http://www.bbc.co.uk/news/articles/c5ypjd7gepmo,"Almost 100 Gaza aid lorries violently looted, UN agency Unrwa says - BBC News",2024/11/18,Center,Right,Left,Center
http://www.bbc.co.uk/news/articles/c5yr5ek4r8ro,"Israel strikes on Iran kill two soldiers, Iran says - BBC News",2024/10/26,Center,Right,Center,Center
http://www.bbc.co.uk/news/articles/c5yx56ep165o,IDF refusers: The men who volunteered but now won't fight in Gaza - BBC News,2024/12/3,Center,Right,Right,Center
http://www.bbc.co.uk/news/articles/c623zkwd04qo,Palestinian killed as Israeli settlers torch West Bank village - BBC News,2024/8/16,Right,Right,Left,Center
http://www.bbc.co.uk/news/articles/c624qr3mqrzo,"Under cover of war, extremists are seizing Palestinian land â?they hope permanently - BBC News",2024/8/27,Center,Right,Left,Left
http://www.bbc.co.uk/news/articles/c624zz6m1kvo,Gaza's amputees offered easy-to-fit prosthetics using UK technology - BBC News,2024/11/8,Center,Left,Left,Left
http://www.bbc.co.uk/news/articles/c6273139ed4o,,,,Right,Center,Center
http://www.bbc.co.uk/news/articles/c62757dd55no,Trump appears to threaten Hamas with 'all hell to pay' over hostages - BBC News,2024/12/3,Right,Right,Right,Right
http://www.bbc.co.uk/news/articles/c62dg4x59nwo,Newspaper headlines: 'The pain will never leave' and 'No 10 crisis' - BBC News,2024/10/8,Center,Center,Center,Center
http://www.bbc.co.uk/news/articles/c62jpzmreyqo,Israel's war-weary reservists look for an end to fighting - BBC News,2024/12/27,Center,Right,Center,Center
http://www.bbc.co.uk/news/articles/c6p24expzd5o,Israel conscription rule stokes ultra-Orthodox fury - BBC News,2024/7/2,Center,Center,Right,Center
http://www.bbc.co.uk/news/articles/c6p2j85k8dro,Bowen: Golan attack leaves border war's unspoken rules in tatters - BBC News,2024/7/29,Left,Right,Center,Center
http://www.bbc.co.uk/news/articles/c6p2wevpg7yo,Gaza war: Thousands seek shelter as Khan Younis exodus continues - BBC News,2024/7/3,Right,Left,Left,Center
http://www.bbc.co.uk/news/articles/c6pp01dge3no,Hezbollah fires rocket barrages at Israel after commander killed - BBC News,2024/6/12,Right,Right,Center,Center
http://www.bbc.co.uk/news/articles/c6ppn8nyv1do,,,,Right,Center,Center
http://www.bbc.co.uk/news/articles/c704w7d3997o,Strikes on Iran suggest Israel may have heeded US warnings - BBC News,2024/10/26,Center,Right,Center,Center
http://www.bbc.co.uk/news/articles/c704y7gwr95o,Israel Gaza: Netanyahu ICC war crimes arrest warrant 'outrageous' says Biden - BBC News,2024/11/22,Right,Right,Right,Right
http://www.bbc.co.uk/news/articles/c70jw7xjggzo,Jess Phillips admits 'mistake' over unrest tweet - BBC News,2024/8/14,Right,Center,Left,Center
http://www.bbc.co.uk/news/articles/c70w1lye285o,Newspaper headlines: 'Middle East erupts' and OBE for Queen's funeral horse - BBC News,2024/10/2,Center,Right,Center,Center
http://www.bbc.co.uk/news/articles/c70zke9lqjro,Lebanon abandoned by international community - former PM Siniora - BBC News,2024/10/8,Right,Center,Center,Center
http://www.bbc.co.uk/news/articles/c7220e9exw3o,,,,Right,Center,Center
http://www.bbc.co.uk/news/articles/c7228qnz555o,Greens drop some candidates after social media probe - BBC News,2024/6/7,Right,Left,Left,Center
http://www.bbc.co.uk/news/articles/c722r0p31x7o,"Israel-Gaza war: 8 Israeli soldiers killed in Rafah, IDF says - BBC News",2024/6/15,Center,Right,Center,Center
http://www.bbc.co.uk/news/articles/c722vw7g41wo,Blinken heads to Middle East to sell Gaza ceasefire deal - BBC News,2024/6/10,Center,Right,Center,Center
http://www.bbc.co.uk/news/articles/c725wxky293o,"Israel Gaza policy 'put a target on Americaâs back', former US officials say - BBC News",2024/7/3,Center,Right,Left,Left
http://www.bbc.co.uk/news/articles/c728313zkrjo,McDonald's to 'rethink' prices after first sales fall since 2020 - BBC News,2024/7/30,Left,Right,Center,Center
http://www.bbc.co.uk/news/articles/c728337zy1lo,Gaza war: US military ends floating aid pier mission - BBC News,2024/7/18,Right,Center,Center,Center
http://www.bbc.co.uk/news/articles/c728pz76v61o,Newspaper headlines: Huw Edwards' 'fall from grace' and 'riot outrage' - BBC News,2024/8/1,Center,Right,Right,Center
http://www.bbc.co.uk/news/articles/c728vj21qepo,,,,Left,Left,Center
http://www.bbc.co.uk/news/articles/c72vg87rzd5o,Israel Hezbollah: Lebanon fears dangerous new phase in fighting - BBC News,2024/7/28,Right,Right,Center,Center
http://www.bbc.co.uk/news/articles/c72vgq6y83po,Newspaper headlines: GPs 'standstill' and 'silver for Peaty' - BBC News,2024/7/29,Left,Right,Center,Center
http://www.bbc.co.uk/news/articles/c748n1258z1o,Israeli strikes on Lebanon causing âcarnageâ?- health minister - BBC News,2024/9/24,Right,Right,Left,Center
http://www.bbc.co.uk/news/articles/c749rn1832do,Plaid Cymru calls for Israel boycott over Gaza - BBC News,2024/10/11,Center,Left,Left,Left
http://www.bbc.co.uk/news/articles/c75lpzq0re1o,"Israel-Hezbollah ceasefire deal agreed, confirms Biden - BBC News",2024/11/26,Right,Right,Center,Center
http://www.bbc.co.uk/news/articles/c75wqr0k3dyo,HRW accuses Israel of acts of genocide over Gaza water access - BBC News,2024/12/19,Center,Right,Left,Left
http://www.bbc.co.uk/news/articles/c774d4p2mx6o,Qatar suspends role as mediator between Israel and Hamas - BBC News,2024/11/10,Center,Right,Center,Center
http://www.bbc.co.uk/news/articles/c774yv7lxkno,Newspaper headlines: ICC warrant for Netanyahu and 'lawyer dies from methanol' - BBC News,2024/11/21,Left,Right,Left,Center
http://www.bbc.co.uk/news/articles/c77jrrxxn07o,Israel seizes Golan buffer zone after Syrian troops leave posts - BBC News,2024/12/8,Right,Right,Right,Right
http://www.bbc.co.uk/news/articles/c7818g3n3lko,Palestinians fleeing Jabalia say bodies are left lying on streets - BBC News,2024/10/22,Right,Left,Left,Center
http://www.bbc.co.uk/news/articles/c781d8y397do,Walkie-talkie explosions spark fresh day of chaos in Lebanon - BBC News,2024/9/18,Right,Right,Left,Center
http://www.bbc.co.uk/news/articles/c781vgy3918o,"Year on from 7 October, Jeremy Bowen says killing and broken assumptions have taken Middle East to edge of deeper war  - BBC News",2024/10/6,Left,Right,Center,Center
http://www.bbc.co.uk/news/articles/c7854g3gz0eo,Israel-Gaza ceasefire: Is a deal still possible? - BBC News,2024/8/24,Left,Right,Center,Center
