url,title,published_date,predicted_label_bert,predicted_label_claude,predicted_label_deepseek,predicted_label_gemini
http://www.bbc.co.uk/news/articles/c0qe9ql8v95o,Russia-Ukraine war: Meeting the recruits preparing for battle - BBC News,2024/9/2,CENTER,Center,Left,Center
http://www.bbc.co.uk/news/articles/c0qedq0penko,Russia launches counter-terror operation over Ukraine incursion - BBC News,2024/8/10,CENTER,Right,Center,Center
http://www.bbc.co.uk/news/articles/c0rgx9vrv18o,What is behind Keir Starmer's meeting with China's president? - BBC News,2024/11/18,LEFT,Right,Center,Center
http://www.bbc.co.uk/news/articles/c0venrydg8yo,Why is Brazil's Lula building Brics? - BBC News,2024/7/14,CENTER,Right,Left,Center
http://www.bbc.co.uk/news/articles/c0xx5vd4l2do,Ukraine extends blackouts as Russian bombings continue - BBC News,2024/6/12,CENTER,Center,Left,Center
http://www.bbc.co.uk/news/articles/c1335nj316lo,Are fake pro-Reform UK social accounts influencing the election? - BBC News,2024/6/13,RIGHT,Right,Right,Center
http://www.bbc.co.uk/news/articles/c14le0p4310o,Ukraine says it fought N Korean troops for first time - BBC News,2024/11/6,RIGHT,Right,Left,Center
http://www.bbc.co.uk/news/articles/c1dp6wgk72ro,"UK wants 'strong' relationship with China, says Keir Starmer - BBC News",2024/11/17,RIGHT,Center,Center,Center
http://www.bbc.co.uk/news/articles/c1e5xpdzkd8o,"Joe Biden drops out of election, upending race for White House    - BBC News",2024/7/21,RIGHT,Right,Left,Left
http://www.bbc.co.uk/news/articles/c1e7vl01gngo,Russia's soldiers bringing wartime violence back home - BBC News,2024/11/17,CENTER,Right,Left,Center
http://www.bbc.co.uk/news/articles/c1ee8x221lno,Putin warns South Korea against arming Ukraine - BBC News,2024/6/21,RIGHT,Right,Right,Center
http://www.bbc.co.uk/news/articles/c1elq7lx9qdo,Estonia navy to protect undersea power link after main cable damaged - BBC News,2024/12/27,CENTER,Right,Right,Center
http://www.bbc.co.uk/news/articles/c1epe546p5vo,Ukraine war: Troops fear encirclement in Pokrovsk as Russians near - BBC News,2024/9/14,CENTER,Center,Left,Center
http://www.bbc.co.uk/news/articles/c1lnzzd1zrmo,Why did Trump float takeovers of Greenland and the Panama Canal? - BBC News,2024/12/25,RIGHT,Right,Right,Right
http://www.bbc.co.uk/news/articles/c1m0ylnkylko,Ukraine says soldiers among 51 killed in Poltava missile attack - BBC News,2024/9/3,RIGHT,Center,Left,Center
http://www.bbc.co.uk/news/articles/c1ml3n1x4zro,Beluga whale was Russian military asset - but no spy - BBC News,2024/11/13,CENTER,Center,Center,Center
http://www.bbc.co.uk/news/articles/c1mlp5p4lvko,Vladimir Putin hails 'courageous' Donald Trump after election win - BBC News,2024/11/7,RIGHT,Right,Right,Right
http://www.bbc.co.uk/news/articles/c1vv196pe3eo,China is the true power in Putin and Kim¡¯s budding friendship - BBC News,2024/6/19,LEFT,Right,Left,Center
http://www.bbc.co.uk/news/articles/c1vv6p9k1z1o,US lifts weapons ban on Ukraine's Azov brigade - BBC News,2024/6/11,RIGHT,Right,Center,Center
http://www.bbc.co.uk/news/articles/c1wnr5qdxe7o,Moldova says 'Yes' to pro-EU constitutional changes by tiny margin - BBC News,2024/10/20,CENTER,Center,Center,Center
http://www.bbc.co.uk/news/articles/c1wwy6g9qgjo,Ukraine summit: A path to peace? - BBC News,2024/6/17,CENTER,Center,Center,Center
http://www.bbc.co.uk/news/articles/c206dyxkg01o,Pro-Russia bill triggers protests in Georgia breakaway region - BBC News,2024/11/15,RIGHT,Right,Center,Center
http://www.bbc.co.uk/news/articles/c206l3qgnx2o,Russia launches 'massive' attack on Ukraine infrastructure - BBC News,2024/11/17,CENTER,Right,Left,Center
http://www.bbc.co.uk/news/articles/c207gzprr33o,China watching North Korea's friendship with Russia - BBC News,2024/11/2,CENTER,Right,Center,Center
http://www.bbc.co.uk/news/articles/c20mn1z3vm6o,Ukraine war: Mental health crisis grows in shattered country - BBC News,2024/9/20,CENTER,Center,Center,Center
http://www.bbc.co.uk/news/articles/c20ndg1eeeno,How meddling blamed on Russia exploited real grievances in Romania - BBC News,2024/12/10,CENTER,Right,Right,Right
http://www.bbc.co.uk/news/articles/c23kdjxxx1jo,Moldova election: Russian cash-for-votes flows into Ukraine's neighbour as nation heads to polls - BBC News,2024/10/19,RIGHT,Right,Left,Center
http://www.bbc.co.uk/news/articles/c2439897mg2o,Keir Starmer meets Donald Trump for the first time - BBC News,2024/9/26,RIGHT,Right,Center,Center
http://www.bbc.co.uk/news/articles/c28eym731zjo,Rico Krieger: Mystery of German man sentenced to death in Belarus - BBC News,2024/7/27,RIGHT,Right,Left,Center
http://www.bbc.co.uk/news/articles/c29d03574zdo,Nato summit: Ukraine on 'irreversible path' to membership - BBC News,2024/7/10,CENTER,Center,Center,Center
http://www.bbc.co.uk/news/articles/c29d6k382k5o,Russia prisoner swap: 24 freed in biggest exchange with West since Cold War - BBC News,2024/8/1,CENTER,Center,Center,Center
http://www.bbc.co.uk/news/articles/c2dl0e4l7lzo,"What Trump's win means for Ukraine, Middle East and China - BBC News",2024/11/6,LEFT,Right,Right,Right
http://www.bbc.co.uk/news/articles/c2dxjzr2417o,Newspaper headlines: 'We have been betrayed' and 'Musk ready to bankroll Farage' - BBC News,2024/12/18,CENTER,Right,Right,Center
http://www.bbc.co.uk/news/articles/c2e7ve3nglpo,Nothing changed before Novichok death - spy widow Marina Litvinenko says - BBC News,2024/11/26,RIGHT,Center,Left,Center
http://www.bbc.co.uk/news/articles/c2l1py9g4r8o,UK citizen dies in Ukraine hotel strike where Reuters team stayed - BBC News,2024/8/25,RIGHT,Right,Center,Center
http://www.bbc.co.uk/news/articles/c2ldnzj85x9o,"Russian spies surveilled Ukrainian troops at US airbase, trial hears - BBC News",2024/12/3,RIGHT,Right,Center,Center
http://www.bbc.co.uk/news/articles/c2lkq58q5d1o,Biden condemns 'Russian brutality' after deadly Ukraine strikes - BBC News,2024/7/9,RIGHT,Right,Left,Left
http://www.bbc.co.uk/news/articles/c2lnerd17wyo,Zelensky gives his Ukraine 'victory plan' a hard sell in the US - did the pitch fall flat? - BBC News,2024/9/28,CENTER,Center,Center,Center
http://www.bbc.co.uk/news/articles/c303y5m1p19o,ICC chief prosecutor defends Netanyahu arrest warrant - BBC News,2024/9/5,RIGHT,Center,Center,Center
http://www.bbc.co.uk/news/articles/c30p16gn3pvo,"On patrol at Mar-a-Lago, robotic dogs have their moment - BBC News",2024/11/17,RIGHT,Right,Center,Center
http://www.bbc.co.uk/news/articles/c33epjve28ko,Trump lining up Marco Rubio and Kristi Noem for top jobs - BBC News,2024/11/12,LEFT,Right,Right,Right
http://www.bbc.co.uk/news/articles/c33vjjg8k3yo,Bob Woodward's new book says Trump secretly sent Covid tests to Putin during shortage - BBC News,2024/10/9,LEFT,Right,Left,Center
http://www.bbc.co.uk/news/articles/c36pypjdneyo,Ukraine's double challenge: Russia's advance and the return of Trump - BBC News,2024/11/21,CENTER,Right,Center,Center
http://www.bbc.co.uk/news/articles/c39n4wdzdy4o,Perfume boss David Crisp caught on video saying he ignored Russia sanctions - BBC News,2024/11/24,RIGHT,Right,Left,Center
http://www.bbc.co.uk/news/articles/c3d90ke0ello,"War in Ukraine: Seven killed in 'most massive' Russian air attack, Ukraine says - BBC News",2024/8/26,CENTER,Right,Center,Center
http://www.bbc.co.uk/news/articles/c3de8r2327go,Nato: US military presence in Europe - a lot or little less? - BBC News,2024/11/2,CENTER,Right,Center,Center
http://www.bbc.co.uk/news/articles/c3e8y1qly52o,Angela Merkel rejects criticism over Russia gas deals - BBC News,2024/11/25,CENTER,Right,Center,Center
http://www.bbc.co.uk/news/articles/c3ejk4p3jxjo,Steve Rosenberg: Russian snitching evokes ghosts of the past - BBC News,2024/9/13,CENTER,Right,Left,Left
http://www.bbc.co.uk/news/articles/c3gr8ql7rxlo,"Steal our ideas, Lib Dem leader Sir Ed Davey tells government - BBC News",2024/7/7,RIGHT,Center,Center,Center
http://www.bbc.co.uk/news/articles/c3gvrzpwp54o,Ukraine Russia war: Hungary's Viktor Orban urges ceasefire in Kyiv - BBC News,2024/7/2,RIGHT,Right,Right,Right
http://www.bbc.co.uk/news/articles/c3gw6xvq0zxo,"France elections: Brittany, once moderate, looks to the far right - BBC News",2024/6/28,RIGHT,Right,Right,Right
http://www.bbc.co.uk/news/articles/c3rqlelypgxo,Major war could destroy UK army in six months - minister Alistair Carns - BBC News,2024/12/4,RIGHT,Right,Center,Center
http://www.bbc.co.uk/news/articles/c3vkqwe9wwdo,North Korea deploys troops to fight with Russia: Seoul - BBC News,2024/10/18,RIGHT,Right,Right,Center
http://www.bbc.co.uk/news/articles/c3vkv4kwr06o,Starmer warns Russia attacks in Ukraine risk global food security - BBC News,2024/10/22,CENTER,Left,Left,Center
http://www.bbc.co.uk/news/articles/c3vkv9qwl5do,Reeves welcomes IMF's improved growth forecast - BBC News,2024/10/22,RIGHT,Center,Center,Center
http://www.bbc.co.uk/news/articles/c3vkxkgk5v0o,Newspaper headlines: 'Stop delays' says Zelensky and 'a tear for Sven' - BBC News,2024/9/13,CENTER,Right,Center,Center
http://www.bbc.co.uk/news/articles/c3w6zld90zjo,"New Shetland windfarm could power nearly 500,000 homes - BBC News",2024/8/28,CENTER,Center,Center,Center
http://www.bbc.co.uk/news/articles/c3wp87gpdj1o,Vladimir Kara-Murza vows to return home to Russia after prisoner swap - BBC News,2024/9/21,RIGHT,Left,Left,Center
http://www.bbc.co.uk/news/articles/c3wqq6l99w3o,Georgian election: Pro-EU opposition says vote stolen as ruling party claims victory - BBC News,2024/10/26,RIGHT,Right,Left,Right
http://www.bbc.co.uk/news/articles/c4g5vwxgyx3o,Are North Korean troops joining Russia¡¯s war in Ukraine? - BBC News,2024/10/16,CENTER,Center,Center,Center
http://www.bbc.co.uk/news/articles/c4g5y80dr5vo,Ukraine denounces reported execution of troops in Kursk - BBC News,2024/10/13,RIGHT,Left,Left,Center
http://www.bbc.co.uk/news/articles/c4g704g051go,Ukraine fires UK-made Storm Shadow missiles at Russia for first time - BBC News,2024/11/20,CENTER,Right,Center,Center
http://www.bbc.co.uk/news/articles/c4g95r3lnr2o,Moscow and Putin cautious about a Donald Trump second term - BBC News,2024/10/21,RIGHT,Right,Left,Center
http://www.bbc.co.uk/news/articles/c4gdywpe1qpo,Sanctioned oligarchs take stake in largest UK oil firm - BBC News,2024/9/3,CENTER,Right,Left,Center
http://www.bbc.co.uk/news/articles/c4gl8y34389o,"Ukraine war: Girl, 14, killed as Russian strike hits Kharkiv playground - BBC News",2024/8/30,RIGHT,Left,Left,Center
http://www.bbc.co.uk/news/articles/c4glgex9przo,Red Cross says three staff killed in shelling in eastern Ukraine - BBC News,2024/9/12,CENTER,Left,Left,Center
http://www.bbc.co.uk/news/articles/c4gllnx0p40o,Facebook owner Meta bans Russian state media networks - BBC News,2024/9/17,RIGHT,Right,Left,Center
http://www.bbc.co.uk/news/articles/c4gpd8ex4l3o,"Russian spies planned to kidnap journalist, trial hears - BBC News",2024/12/10,RIGHT,Right,Right,Center
http://www.bbc.co.uk/news/articles/c4gqr48zld2o,"After years of doubt, Kamala Harris becomes Democrats' leader - BBC News",2024/8/18,LEFT,Right,Left,Left
http://www.bbc.co.uk/news/articles/c4gv10ey001o,Humza Yousaf accuses Alex Salmond of abusing power in office - BBC News,2024/9/10,LEFT,Right,Left,Center
http://www.bbc.co.uk/news/articles/c4gxplxy550o,"Israel carries out dozens of air strikes across Syria, reports say - BBC News",2024/12/10,CENTER,Right,Center,Center
http://www.bbc.co.uk/news/articles/c4gxz6kx6v7o,Newspaper headlines: US economy 'overheating' and 'Ukraine fears'  - BBC News,2024/11/9,CENTER,Center,Left,Center
http://www.bbc.co.uk/news/articles/c4ng1p72wlwo,Ukraine receives first F-16 fighter jets - Zelensky - BBC News,2024/8/4,CENTER,Right,Center,Center
http://www.bbc.co.uk/news/articles/c4ng4pj43ndo,Atlas United: Ukraine music festival back despite war - BBC News,2024/7/19,CENTER,Center,Center,Center
http://www.bbc.co.uk/news/articles/c4nggvg1yggo,Ukraine claims Russian Rostov-on-Don submarine sunk in Crimea - BBC News,2024/8/3,RIGHT,Right,Center,Center
http://www.bbc.co.uk/news/articles/c4ngk17zzkpo,Starmer looks ahead to first meeting with Biden - BBC News,2024/7/10,RIGHT,Center,Center,Center
http://www.bbc.co.uk/news/articles/c4ngn52zpnno,"Paul Whelan heads home, after 2,043 days in a Russian prison - BBC News",2024/8/2,LEFT,Left,Center,Center
http://www.bbc.co.uk/news/articles/c4nn1p81q59o,"Wagner uprising: A year after mutiny, Russia controls group's remnants - BBC News",2024/6/23,CENTER,Right,Center,Center
http://www.bbc.co.uk/news/articles/c4nn7pej9jyo,"Steve Rosenberg: Russia's economy is growing, but can it last? - BBC News",2024/6/6,LEFT,Center,Left,Center
http://www.bbc.co.uk/news/articles/c4nneg6252eo,European elections: Cost of going green sparks backlash from voters - BBC News,2024/6/5,CENTER,Right,Right,Center
http://www.bbc.co.uk/news/articles/c511ny02qjwo,Ukraine says it destroyed Russian drone base - BBC News,2024/6/23,CENTER,Right,Center,Center
http://www.bbc.co.uk/news/articles/c51y85zwj1xo,Trump evades debate question on whether he will accept election result - BBC News,2024/6/28,RIGHT,Right,Right,Right
http://www.bbc.co.uk/news/articles/c51yg2g12jno,Biden pledges air defences for Ukraine as Nato summit begins - BBC News,2024/7/10,CENTER,Right,Center,Center
http://www.bbc.co.uk/news/articles/c51ygevlylvo,French election: Macron asks PM Gabriel Attal to stay on for now after election - BBC News,2024/7/8,LEFT,Center,Left,Center
http://www.bbc.co.uk/news/articles/c51yl3pvl1xo,Australian soldier charged with spying for Russia - BBC News,2024/7/11,RIGHT,Right,Center,Center
http://www.bbc.co.uk/news/articles/c5y30244467o,"Ukraine war: Zelensky to present 'victory plan' to Biden, Harris and Trump - BBC News",2024/9/23,LEFT,Right,Center,Center
http://www.bbc.co.uk/news/articles/c5y36rdreq1o,Ukraine says second Russian bridge destroyed in strike - BBC News,2024/8/18,CENTER,Center,Center,Center
http://www.bbc.co.uk/news/articles/c5y3yd22rk5o,UK to boost Ukraine funding using ¡ê2bn from seized Russian assets - BBC News,2024/10/22,CENTER,Right,Center,Center
http://www.bbc.co.uk/news/articles/c5y867penn8o,Russian prison boss killed in car blast in occupied Ukraine - BBC News,2024/12/9,RIGHT,Right,Left,Center
http://www.bbc.co.uk/news/articles/c5y87gk729do,Ukraine's Zelensky confirms troops fighting inside Russia - BBC News,2024/8/10,CENTER,Right,Center,Center
http://www.bbc.co.uk/news/articles/c5y97k4w7llo,Dozens of UK-linked firms suspected of busting Russian oil sanctions - BBC News,2024/10/11,RIGHT,Center,Center,Center
http://www.bbc.co.uk/news/articles/c5yd0zz5edqo,"Bashar al-Assad says he didn't intend to leave Syria, statement claims - BBC News",2024/12/16,CENTER,Right,Left,Center
http://www.bbc.co.uk/news/articles/c5yjej0rvw0o,Putin proposes new rules for Russia using nuclear weapons - BBC News,2024/9/25,CENTER,Right,Right,Center
http://www.bbc.co.uk/news/articles/c5ykrkv0m5mo,Russia airspace ban forces BA to drop China flights - BBC News,2024/8/8,CENTER,Right,Center,Center
http://www.bbc.co.uk/news/articles/c5yv75nydy3o,"Ukraine war latest: 43,000 dead, Volodymyr Zelensky says in rare update - BBC News",2024/12/9,CENTER,Right,Center,Center
http://www.bbc.co.uk/news/articles/c5yxl7g7l22o,Will Ukraine now strike Russia with UK weapons? - BBC News,2024/11/18,RIGHT,Right,Center,Center
http://www.bbc.co.uk/news/articles/c62306k7nr1o,What verified videos tell us about Igor Kirillov's death - BBC News,2024/12/17,RIGHT,Right,Center,Center
http://www.bbc.co.uk/news/articles/c6238exzjpxo,"North Korean troops in Russia not to be underestimated, ex-soldiers tell BBC - BBC News",2024/12/20,CENTER,Right,Center,Center
http://www.bbc.co.uk/news/articles/c6240qepyppo,Ukraine's long-range strikes bring war home to Russia - BBC News,2024/8/29,CENTER,Right,Center,Center
http://www.bbc.co.uk/news/articles/c625p2wy3q7o,Seoul demands North Korean troops leave Russia immediately - BBC News,2024/10/21,RIGHT,Right,Right,Center
http://www.bbc.co.uk/news/articles/c627n83ezlwo,Russian ship under US sanctions sinks after engine room blast - BBC News,2024/12/24,CENTER,Right,Center,Center
http://www.bbc.co.uk/news/articles/c628gk68p3po,Ukraine incursion destroys key Russian bridge in Kursk region - BBC News,2024/8/16,RIGHT,Center,Center,Center
http://www.bbc.co.uk/news/articles/c62938gl6q1o,"North Korea troops in Ukraine would escalate conflict, Lukashenko tells BBC - BBC News",2024/10/23,RIGHT,Right,Left,Center
http://www.bbc.co.uk/news/articles/c62gx6rvv5wo,Ukraine war: Meet Bucha's female unit who gun down Russian drones - BBC News,2024/10/15,LEFT,Left,Left,Center
http://www.bbc.co.uk/news/articles/c62j1g8g45vo,"Ukraine war: After days of escalation, what will Russia's Putin do next? - BBC News",2024/11/22,RIGHT,Right,Left,Center
http://www.bbc.co.uk/news/articles/c6p26qjgjjwo,David Lammy aims to reset UK-India ties with early trip - BBC News,2024/7/24,LEFT,Center,Center,Center
http://www.bbc.co.uk/news/articles/c6p2p4e43lro,"Two years, secret talks, high stakes: The long road to prisoners deal - BBC News",2024/8/2,LEFT,Center,Center,Center
http://www.bbc.co.uk/news/articles/c6pp0vqq6q0o,Nick Robinson: How I¡¯m approaching my party leader interviews  - BBC News,2024/6/10,LEFT,Center,Center,Center
http://www.bbc.co.uk/news/articles/c6pp1rk21dyo,Rod Stewart defends support for Ukraine after jeers - BBC News,2024/6/17,RIGHT,Right,Left,Center
http://www.bbc.co.uk/news/articles/c6pppr719rlo,Ukraine war: Russia blames US and vows response for Crimea deaths - BBC News,2024/6/24,RIGHT,Right,Left,Right
http://www.bbc.co.uk/news/articles/c70ezyrep1go,Russian crypto criminals helped UK drug gangs launder lockdown cash - BBC News,2024/12/4,CENTER,Right,Center,Center
http://www.bbc.co.uk/news/articles/c7228j7dl9jo,Vitali and Wladimir Klitschko: From the boxing ring to Ukraine's war - BBC News,2024/6/13,CENTER,Center,Center,Center
http://www.bbc.co.uk/news/articles/c722pn07w99o,Farage defends Ukraine war remarks after Sunak and Starmer criticism - BBC News,2024/6/22,RIGHT,Right,Right,Right
http://www.bbc.co.uk/news/articles/c722q4dn7e1o,Volodymyr Zelensky accuses Russia and China of undermining peace summit  - BBC News,2024/6/2,CENTER,Right,Left,Left
http://www.bbc.co.uk/news/articles/c722zxj0kyro,"Ukraine war: We have no Plan B if Ukraine falls, Estonian PM says - BBC News",2024/6/1,CENTER,Right,Right,Center
http://www.bbc.co.uk/news/articles/c724532nqyno,Ukraine war: Ukrainians struggle as power outages worsen - BBC News,2024/7/5,CENTER,Right,Left,Center
http://www.bbc.co.uk/news/articles/c727zvgvv8ko,JD Vance pick adds to European fears over Trump presidency - BBC News,2024/7/16,LEFT,Right,Right,Right
http://www.bbc.co.uk/news/articles/c7281yly9n4o,Ukraine: Zelensky renews long-range arms call after deadly attack - BBC News,2024/6/29,RIGHT,Center,Left,Center
http://www.bbc.co.uk/news/articles/c7564p41702o,Dawn Sturgess: Theresa May says justice 'unlikely' for Novichok victim - BBC News,2024/10/11,RIGHT,Center,Right,Center
http://www.bbc.co.uk/news/articles/c75lxypz7wqo,"North Korean troops in Ukraine ¡®grave escalation¡¯, Scholz tells Putin - BBC News",2024/11/15,RIGHT,Center,Center,Center
http://www.bbc.co.uk/news/articles/c75n2wnkp1vo,UK halts all Iran flights as allies step up sanctions - BBC News,2024/9/10,RIGHT,Right,Right,Center
http://www.bbc.co.uk/news/articles/c774yv7lxkno,Newspaper headlines: ICC warrant for Netanyahu and 'lawyer dies from methanol' - BBC News,2024/11/21,LEFT,Right,Left,Center
http://www.bbc.co.uk/news/articles/c7810y11dyjo,Trump meets Zelensky and says it's time to end Russia's war - BBC News,2024/9/27,RIGHT,Right,Right,Right
http://www.bbc.co.uk/news/articles/c789x0y91vvo,Biden allows Ukraine to strike inside Russia with long-range missiles - BBC News,2024/11/17,CENTER,Right,Left,Center
http://www.bbc.co.uk/news/articles/c78ddj25kgvo,Georgia election: PM rejects vote-rigging claims as president calls mass rally - BBC News,2024/10/27,CENTER,Center,Right,Right
http://www.bbc.co.uk/news/articles/c78dwepw95do,Ukraine bans Telegram use on state-issued devices - BBC News,2024/9/21,RIGHT,Right,Center,Center
http://www.bbc.co.uk/news/articles/c78dxlvqy25o,Newspaper headlines: 'Russia is plotting mayhem' and 'Wagatha Thrifty' - BBC News,2024/10/9,LEFT,Center,Center,Center
http://www.bbc.co.uk/news/articles/c78lgzl919go,Telegram CEO Pavel Durov says his arrest is 'misguided' - BBC News,2024/9/6,RIGHT,Center,Left,Center
http://www.bbc.co.uk/news/articles/c79w810e38no,US soldier pleads guilty to selling military secrets to China - BBC News,2024/8/14,RIGHT,Right,Center,Center
http://www.bbc.co.uk/news/articles/c79wqpqp297o,Russian forces claim unconfirmed capture of Niu-York in east Ukraine - BBC News,2024/8/20,RIGHT,Right,Center,Center
http://www.bbc.co.uk/news/articles/c7v3r046pzzo,Germany coalition: Government on brink of collapse after key minister fired - BBC News,2024/11/6,LEFT,Right,Left,Center
http://www.bbc.co.uk/news/articles/c7ve11lr247o,Russia is executing more and more Ukrainian prisoners of war - BBC News,2024/12/22,CENTER,Right,Left,Center
http://www.bbc.co.uk/news/articles/c7vee5n5lp0o,Alleged Russian election meddling resurrects dark memories in Romania - BBC News,2024/12/6,RIGHT,Right,Right,Center
